,Country,City,AccentCity,Region,Population,Latitude,Longitude
2989843,us,lake grove,Lake Grove,NY,10715,40.8527778,-73.1155556
2989859,us,lake ronkonkoma,Lake Ronkonkoma,NY,19884,40.835,-73.1316667
2989878,us,lancaster,Lancaster,NY,11846,42.9005556,-78.6705556
2989940,us,levittown,Levittown,NY,52548,40.7258333,-73.5147222
2989976,us,lindenhurst,Lindenhurst,NY,29081,40.6866667,-73.3738889
2990018,us,lockport,Lockport,NY,21191,43.1705556,-78.6905556
2990035,us,long beach,Long Beach,NY,35203,40.5883333,-73.6583333
2990089,us,lynbrook,Lynbrook,NY,19626,40.6547222,-73.6722222
2990139,us,mamaroneck,Mamaroneck,NY,18153,40.9486111,-73.7330556
2990215,us,massapequa,Massapequa,NY,22776,40.6805556,-73.4747222
2990216,us,massapequa park,Massapequa Park,NY,17313,40.6802778,-73.4555556
2990217,us,massena,Massena,NY,10892,44.9280556,-74.8922222
2990220,us,mastic,Mastic,NY,16155,40.8019444,-72.8413889
2990221,us,mastic beach,Mastic Beach,NY,12086,40.7666667,-72.8525
2990270,us,medford,Medford,NY,22152,40.8175,-73.0005556
2990278,us,melville,Melville,NY,15428,40.7933333,-73.4155556
2990289,us,merrick,Merrick,NY,22457,40.6627778,-73.5519444
2990317,us,middletown,Middletown,NY,26096,41.4458333,-74.4233333
2990362,us,mineola,Mineola,NY,19006,40.7491667,-73.6411111
2990390,us,monsey,Monsey,NY,14638,41.1111111,-74.0688889
2990455,us,mount kisco,Mount Kisco,NY,10019,41.2041667,-73.7275
2990467,us,mount vernon,Mount Vernon,NY,68137,40.9125,-73.8375
2990499,us,nanuet,Nanuet,NY,17973,41.0886111,-74.0138889
2990525,us,nesconset,Nesconset,NY,12546,40.8519444,-73.1544444
2990537,us,new cassel,New Cassel,NY,14907,40.7588889,-73.57
2990538,us,new city,New City,NY,33942,41.1475,-73.9897222
2990554,us,new hyde park,New Hyde Park,NY,9477,40.735,-73.6883333
2990565,us,new rochelle,New Rochelle,NY,72786,40.9113889,-73.7827778
2990577,us,new york,New York,NY,8107916,40.7141667,-74.0063889
2990579,us,newark,Newark,NY,9365,43.0466667,-77.0955556
2990583,us,newburgh,Newburgh,NY,28476,41.5033333,-74.0108333
2990598,us,niagara falls,Niagara Falls,NY,53054,43.0944444,-79.0569444
2990626,us,north amityville,North Amityville,NY,17890,40.6975,-73.4255556
2990629,us,north babylon,North Babylon,NY,17642,40.7163889,-73.3222222
2990634,us,north bay shore,North Bay Shore,NY,16023,40.7361111,-73.2630556
2990637,us,north bellmore,North Bellmore,NY,20097,40.6913889,-73.5338889
2990715,us,north lindenhurst,North Lindenhurst,NY,12282,40.7141667,-73.3819444
2990719,us,north massapequa,North Massapequa,NY,18903,40.7008333,-73.4625
2990720,us,north merrick,North Merrick,NY,11628,40.6911111,-73.5636111
2990723,us,north new hyde park,North New Hyde Park,NY,14514,40.7430556,-73.6936111
2990754,us,north tonawanda,North Tonawanda,NY,31825,43.0386111,-78.8644444
2990756,us,north valley stream,North Valley Stream,NY,16266,40.685,-73.7022222
2990759,us,north wantagh,North Wantagh,NY,12005,40.6933333,-73.5080556
2990822,us,oceanside,Oceanside,NY,32622,40.6386111,-73.6405556
2990827,us,ogdensburg,Ogdensburg,NY,11455,44.6941667,-75.4866667
2990846,us,olean,Olean,NY,14823,42.0775,-78.43
2990855,us,oneida,Oneida,NY,10945,43.0925,-75.6516667
2990861,us,oneonta,Oneonta,NY,12328,42.4527778,-75.0641667
2990901,us,ossining,Ossining,NY,24376,41.1627778,-73.8619444
2990903,us,oswego,Oswego,NY,18434,43.4552778,-76.5108333
2991001,us,patchogue,Patchogue,NY,12030,40.7655556,-73.0155556
2991019,us,pearl river,Pearl River,NY,15544,41.0588889,-74.0222222
2991030,us,peekskill,Peekskill,NY,24117,41.29,-73.9208333
2991134,us,plainview,Plainview,NY,25174,40.7763889,-73.4677778
2991146,us,plattsburgh,Plattsburgh,NY,19229,44.6994444,-73.4533333
2991198,us,port chester,Port Chester,NY,27990,41.0016667,-73.6661111
2991208,us,port jervis,Port Jervis,NY,9159,41.375,-74.6930556
2991215,us,port washington,Port Washington,NY,15016,40.8255556,-73.6986111
2991227,us,potsdam,Potsdam,NY,9666,44.6697222,-74.9816667
2991233,us,poughkeepsie,Poughkeepsie,NY,30345,41.7002778,-73.9213889
2991399,us,ridge,Ridge,NY,14120,40.8938889,-72.8963889
2991436,us,rochester,Rochester,NY,211354,43.1547222,-77.6158333
2991470,us,rome,Rome,NY,34074,43.2127778,-75.4561111
2991473,us,ronkonkoma,Ronkonkoma,NY,19705,40.8152778,-73.1127778
2991474,us,roosevelt,Roosevelt,NY,16129,40.6786111,-73.5894444
2991507,us,rotterdam,Rotterdam,NY,20060,42.7869444,-73.9713889
2991534,us,rye,Rye,NY,15056,40.9805556,-73.6841667
2991535,us,rye brook,Rye Brook,NY,9620,41.0191667,-73.6838889
2991555,us,saint james,Saint James,NY,13436,40.8788889,-73.1572222
2991605,us,saratoga springs,Saratoga Springs,NY,27989,43.0830556,-73.785
2991619,us,sayville,Sayville,NY,16691,40.7358333,-73.0825
2991621,us,scarsdale,Scarsdale,NY,17920,41.005,-73.785
2991626,us,schenectady,Schenectady,NY,60280,42.8141667,-73.94
2991663,us,seaford,Seaford,NY,15758,40.6658333,-73.4886111
2991676,us,selden,Selden,NY,22300,40.8663889,-73.0361111
2991740,us,shirley,Shirley,NY,26431,40.8013889,-72.8680556
2991793,us,sleepy hollow,Sleepy Hollow,NY,9286,41.0855556,-73.8588889
2991816,us,smithtown,Smithtown,NY,27300,40.8558333,-73.2011111
2991891,us,south farmingdale,South Farmingdale,NY,14798,40.7205556,-73.4405556
2991912,us,south huntington,South Huntington,NY,9317,40.8236111,-73.3991667
2992008,us,spring valley,Spring Valley,NY,25469,41.1130556,-74.0441667
2992096,us,stony brook,Stony Brook,NY,13620,40.9255556,-73.1413889
2992100,us,stony point,Stony Point,NY,12234,41.2294444,-73.9875
2992118,us,suffern,Suffern,NY,10972,41.1147222,-74.15
2992167,us,syosset,Syosset,NY,18204,40.8261111,-73.5025
2992168,us,syracuse,Syracuse,NY,141830,43.0480556,-76.1477778
2992182,us,tarrytown,Tarrytown,NY,11460,41.0761111,-73.8591667
2992202,us,terryville,Terryville,NY,10656,40.9088889,-73.0655556
2992269,us,tonawanda,Tonawanda,NY,15401,43.0202778,-78.8805556
2992297,us,troy,Troy,NY,48232,42.7283333,-73.6922222
2992353,us,uniondale,Uniondale,NY,24201,40.7002778,-73.5933333
2992377,us,utica,Utica,NY,58590,43.1008333,-75.2330556
2992392,us,valley stream,Valley Stream,NY,35934,40.6641667,-73.7088889
2992497,us,wantagh,Wantagh,NY,19014,40.6836111,-73.5105556
2992524,us,watertown,Watertown,NY,28055,43.9747222,-75.9111111
2992528,us,watervliet,Watervliet,NY,9967,42.73,-73.7016667
2992580,us,west babylon,West Babylon,NY,43606,40.7180556,-73.3547222
2992646,us,west haverstraw,West Haverstraw,NY,10356,41.2094444,-73.9858333
2992648,us,west hempstead,West Hempstead,NY,19064,40.7047222,-73.6505556
2992654,us,west islip,West Islip,NY,28911,40.7061111,-73.3066667
2992703,us,west seneca,West Seneca,NY,44712,42.85,-78.8
2992724,us,westbury,Westbury,NY,14198,40.7555556,-73.5880556
2992773,us,white plains,White Plains,NY,57260,41.0338889,-73.7633333
2992876,us,woodmere,Woodmere,NY,16740,40.6319444,-73.7130556
2992926,us,yonkers,Yonkers,NY,197818,40.9311111,-73.8991667
2992970,us,albemarle,Albemarle,NC,15281,35.35,-80.2002778
2993023,us,apex,Apex,NC,30873,35.7325,-78.8505556
2993036,us,archdale,Archdale,NC,9332,35.9144444,-79.9722222
2993054,us,asheboro,Asheboro,NC,23443,35.7077778,-79.8138889
2993056,us,asheville,Asheville,NC,68795,35.6008333,-82.5541667
2993338,us,boone,Boone,NC,12921,36.2166667,-81.6747222
2993465,us,burlington,Burlington,NC,46921,36.0955556,-79.4380556
2993570,us,carrboro,Carrboro,NC,16626,35.91,-79.0755556
2993577,us,cary,Cary,NC,103945,35.7913889,-78.7813889
2993640,us,chapel hill,Chapel Hill,NC,47529,35.9130556,-79.0561111
2993645,us,charlotte,Charlotte,NC,598351,35.2269444,-80.8433333
2993693,us,clayton,Clayton,NC,13177,35.6505556,-78.4566667
2993698,us,clemmons,Clemmons,NC,16319,36.0213889,-80.3822222
2993769,us,concord,Concord,NC,60592,35.4086111,-80.5797222
2993800,us,cornelius,Cornelius,NC,21284,35.4866667,-80.8602778
2994030,us,dunn,Dunn,NC,10015,35.3061111,-78.6091667
2994036,us,durham,Durham,NC,204734,35.9938889,-78.8988889
2994095,us,eden,Eden,NC,15440,36.4883333,-79.7669444
2994127,us,elizabeth city,Elizabeth City,NC,18015,36.2944444,-76.2513889
2994252,us,fayetteville,Fayetteville,NC,124775,35.0525,-78.8786111
2994380,us,fuquay-varina,Fuquay-Varina,NC,12127,35.5841667,-78.8002778
2994394,us,garner,Garner,NC,21959,35.7111111,-78.6144444
2994400,us,gastonia,Gastonia,NC,67869,35.2619444,-81.1875
2994474,us,goldsboro,Goldsboro,NC,38243,35.3847222,-77.9930556
2994494,us,graham,Graham,NC,13470,36.0688889,-79.4008333
2994539,us,greensboro,Greensboro,NC,231769,36.0725,-79.7922222
2994541,us,greenville,Greenville,NC,70757,35.6125,-77.3666667
2994671,us,havelock,Havelock,NC,22044,34.8788889,-76.9016667
2994713,us,henderson,Henderson,NC,16134,36.3294444,-78.3994444
2994714,us,hendersonville,Hendersonville,NC,11678,35.3186111,-82.4611111
2994731,us,hickory,Hickory,NC,40334,35.7330556,-81.3413889
2994751,us,high point,High Point,NC,94281,35.9555556,-80.0055556
2994819,us,holly springs,Holly Springs,NC,14816,35.6511111,-78.8338889
2994844,us,hope mills,Hope Mills,NC,12232,34.9702778,-78.9455556
2994876,us,huntersville,Huntersville,NC,40342,35.4105556,-80.8430556
2994905,us,indian trail,Indian Trail,NC,15226,35.0766667,-80.6694444
2994945,us,jacksonville,Jacksonville,NC,68015,34.7538889,-77.4305556
2995019,us,kannapolis,Kannapolis,NC,38748,35.4872222,-80.6219444
2995046,us,kernersville,Kernersville,NC,21007,36.1197222,-80.0738889
2995064,us,kings mountain,Kings Mountain,NC,10638,35.245,-81.3413889
2995068,us,kinston,Kinston,NC,22475,35.2625,-77.5819444
2995166,us,laurinburg,Laurinburg,NC,15268,34.7738889,-79.4630556
2995194,us,lenoir,Lenoir,NC,17806,35.9138889,-81.5391667
2995206,us,lewisville,Lewisville,NC,9577,36.0969444,-80.4194444
2995208,us,lexington,Lexington,NC,20784,35.8238889,-80.2536111
2995226,us,lincolnton,Lincolnton,NC,10279,35.4736111,-81.2547222
2995307,us,lumberton,Lumberton,NC,21314,34.6180556,-79.0088889
2995395,us,matthews,Matthews,NC,23716,35.1166667,-80.7238889
2995520,us,mint hill,Mint Hill,NC,15772,35.1794444,-80.6475
2995539,us,monroe,Monroe,NC,29681,34.9852778,-80.5497222
2995559,us,mooresville,Mooresville,NC,20223,35.5847222,-80.8102778
2995566,us,morganton,Morganton,NC,17191,35.7452778,-81.685
2995590,us,mount holly,Mount Holly,NC,9512,35.2980556,-81.0161111
2995666,us,new bern,New Bern,NC,23623,35.1083333,-77.0444444
2995697,us,newton,Newton,NC,12759,35.6697222,-81.2216667
2996020,us,pinehurst,Pinehurst,NC,11523,35.1952778,-79.4697222
2996037,us,piney green,Piney Green,NC,12932,34.7158333,-77.3205556
2996172,us,raleigh,Raleigh,NC,338759,35.7719444,-78.6388889
2996228,us,reidsville,Reidsville,NC,14768,36.3547222,-79.6647222
2996297,us,roanoke rapids,Roanoke Rapids,NC,16299,36.4613889,-77.6544444
2996319,us,rockingham,Rockingham,NC,9053,34.9391667,-79.7741667
2996326,us,rocky mount,Rocky Mount,NC,55997,35.9380556,-77.7908333
2996426,us,salisbury,Salisbury,NC,26693,35.6708333,-80.4744444
2996452,us,sanford,Sanford,NC,23473,35.4797222,-79.1805556
2996553,us,shelby,Shelby,NC,23235,35.2922222,-81.5358333
2996643,us,smithfield,Smithfield,NC,11208,35.5083333,-78.3397222
2996696,us,southern pines,Southern Pines,NC,11640,35.1738889,-79.3925
2996760,us,statesville,Statesville,NC,24709,35.7825,-80.8875
2996885,us,tarboro,Tarboro,NC,10601,35.8966667,-77.5361111
2996926,us,thomasville,Thomasville,NC,30857,35.8825,-80.0822222
2997113,us,wake forest,Wake Forest,NC,18832,35.9797222,-78.51
2997148,us,washington,Washington,NC,9644,35.5463889,-77.0525
2997174,us,waynesville,Waynesville,NC,9463,35.4886111,-82.9888889
2997322,us,wilmington,Wilmington,NC,92424,34.2255556,-77.945
2997326,us,wilson,Wilson,NC,46748,35.7211111,-77.9158333
2997351,us,winston-salem,Winston-Salem,NC,193300,36.0997222,-80.2444444
2997505,us,bismarck,Bismarck,ND,56706,46.8083333,-100.7833333
2997621,us,devils lake,Devils Lake,ND,6811,48.1127778,-98.8647222
2997623,us,dickinson,Dickinson,ND,15576,46.8791667,-102.7891667
2997685,us,fargo,Fargo,ND,92103,46.8772222,-96.7894444
2997745,us,grafton,Grafton,ND,4148,48.4122222,-97.4102778
2997746,us,grand forks,Grand Forks,ND,48426,47.9252778,-97.0325
2997828,us,jamestown,Jamestown,ND,15081,46.9105556,-98.7080556
2997924,us,mandan,Mandan,ND,16809,46.8266667,-100.8891667
2997972,us,minot,Minot,ND,34885,48.2325,-101.2958333
2998228,us,valley city,Valley City,ND,6193,46.9233333,-98.0027778
2998242,us,wahpeton,Wahpeton,ND,8395,46.2652778,-96.6055556
2998261,us,west fargo,West Fargo,ND,17590,46.875,-96.9
2998272,us,williston,Williston,ND,11971,48.1333333,-103.6333333
2998349,us,akron,Akron,OH,208414,41.0813889,-81.5191667
2998370,us,alliance,Alliance,OH,22676,40.9152778,-81.1061111
2998390,us,amherst,Amherst,OH,11745,41.3977778,-82.2225
2998451,us,ashland,Ashland,OH,21827,40.8686111,-82.3183333
2998454,us,ashtabula,Ashtabula,OH,20027,41.865,-80.79
2998460,us,athens,Athens,OH,23180,39.3291667,-82.1013889
2998480,us,aurora,Aurora,OH,14549,41.3175,-81.3455556
2998484,us,austintown,Austintown,OH,30969,41.1016667,-80.7647222
2998493,us,avon,Avon,OH,15724,41.4516667,-82.0355556
2998495,us,avon lake,Avon Lake,OH,21004,41.5052778,-82.0283333
2998527,us,barberton,Barberton,OH,27099,41.0127778,-81.6052778
2998558,us,bay village,Bay Village,OH,15461,41.4847222,-81.9222222
2998564,us,beachwood,Beachwood,OH,11699,41.4644444,-81.5088889
2998581,us,beavercreek,Beavercreek,OH,40788,39.7091667,-84.0633333
2998587,us,bedford,Bedford,OH,13466,41.3930556,-81.5366667
2998588,us,bedford heights,Bedford Heights,OH,11013,41.4169444,-81.5275
2998609,us,bellefontaine,Bellefontaine,OH,12958,40.3611111,-83.7597222
2998632,us,berea,Berea,OH,18108,41.3661111,-81.8544444
2998657,us,bexley,Bexley,OH,12244,39.9688889,-82.9377778
2998687,us,blacklick estates,Blacklick Estates,OH,9172,39.905,-82.8644444
2998718,us,blue ash,Blue Ash,OH,11744,39.2319444,-84.3783333
2998729,us,boardman,Boardman,OH,36216,41.0241667,-80.6630556
2998759,us,bowling green,Bowling Green,OH,29215,41.3747222,-83.6513889
2998786,us,brecksville,Brecksville,OH,13427,41.3197222,-81.6269444
2998825,us,broadview heights,Broadview Heights,OH,17374,41.3138889,-81.6852778
2998832,us,brook park,Brook Park,OH,20232,41.3983333,-81.8047222
2998837,us,brooklyn,Brooklyn,OH,11037,41.4397222,-81.7355556
2998861,us,brunswick,Brunswick,OH,34790,41.2380556,-81.8419444
2998879,us,bucyrus,Bucyrus,OH,12768,40.8083333,-82.9755556
2998936,us,cambridge,Cambridge,OH,11699,40.0311111,-81.5886111
2998949,us,campbell,Campbell,OH,8755,41.0783333,-80.5994444
2998966,us,canton,Canton,OH,78160,40.7988889,-81.3786111
2999027,us,celina,Celina,OH,10282,40.5488889,-84.5702778
2999038,us,centerville,Centerville,OH,23222,39.6283333,-84.1594444
2999090,us,chillicothe,Chillicothe,OH,22180,39.3330556,-82.9825
2999104,us,cincinnati,Cincinnati,OH,306382,39.1619444,-84.4569444
2999108,us,circleville,Circleville,OH,13259,39.6005556,-82.9461111
2999128,us,clayton,Clayton,OH,13133,39.8630556,-84.3605556
2999135,us,cleveland,Cleveland,OH,449514,41.4994444,-81.6955556
2999136,us,cleveland heights,Cleveland Heights,OH,47726,41.52,-81.5563889
2999191,us,columbus,Columbus,OH,736836,39.9611111,-82.9988889
2999205,us,conneaut,Conneaut,OH,13064,41.9475,-80.5544444
2999245,us,coshocton,Coshocton,OH,11687,40.2719444,-81.8597222
2999319,us,cuyahoga falls,Cuyahoga Falls,OH,51824,41.1338889,-81.4847222
2999352,us,dayton,Dayton,OH,159134,39.7588889,-84.1916667
2999370,us,defiance,Defiance,OH,15926,41.2844444,-84.3558333
2999373,us,delaware,Delaware,OH,31457,40.2986111,-83.0680556
2999440,us,dover,Dover,OH,12450,40.5205556,-81.4741667
2999452,us,dublin,Dublin,OH,35237,40.0991667,-83.1141667
2999507,us,east cleveland,East Cleveland,OH,25513,41.5330556,-81.5791667
2999527,us,east liverpool,East Liverpool,OH,12201,40.6186111,-80.5775
2999555,us,eastlake,Eastlake,OH,19747,41.6538889,-81.4505556
2999633,us,elyria,Elyria,OH,55873,41.3683333,-82.1077778
2999640,us,englewood,Englewood,OH,12593,39.8775,-84.3022222
2999662,us,euclid,Euclid,OH,50123,41.5930556,-81.5269444
2999678,us,fairborn,Fairborn,OH,32586,39.8208333,-84.0194444
2999681,us,fairfield,Fairfield,OH,43121,39.3458333,-84.5605556
2999695,us,fairview park,Fairview Park,OH,16709,41.4413889,-81.8644444
2999730,us,findlay,Findlay,OH,40354,41.0441667,-83.65
2999732,us,finneytown,Finneytown,OH,13545,39.2002778,-84.5205556
2999777,us,forest park,Forest Park,OH,18106,39.2902778,-84.5041667
2999795,us,fostoria,Fostoria,OH,13673,41.1569444,-83.4169444
2999814,us,franklin,Franklin,OH,12596,39.5588889,-84.3041667
2999833,us,fremont,Fremont,OH,17280,41.3502778,-83.1219444
2999858,us,gahanna,Gahanna,OH,33127,40.0191667,-82.8794444
2999863,us,galion,Galion,OH,11349,40.7336111,-82.79
2999878,us,garfield heights,Garfield Heights,OH,29218,41.4169444,-81.6061111
2999923,us,girard,Girard,OH,10456,41.1538889,-80.7016667
3000007,us,green,Green,OH,23894,40.9458333,-81.4833333
3000029,us,greenville,Greenville,OH,13250,40.1027778,-84.6330556
3000049,us,grove city,Grove City,OH,30035,39.8813889,-83.0930556
3000081,us,hamilton,Hamilton,OH,61445,39.3994444,-84.5613889
3000240,us,hilliard,Hilliard,OH,26893,40.0333333,-83.1583333
3000318,us,huber heights,Huber Heights,OH,38391,39.8438889,-84.1247222
3000321,us,hudson,Hudson,OH,23368,41.24,-81.4408333
3000375,us,ironton,Ironton,OH,11209,38.5366667,-82.6830556
3000476,us,kent,Kent,OH,28387,41.1536111,-81.3580556
3000485,us,kettering,Kettering,OH,55880,39.6894444,-84.1688889
3000585,us,lakewood,Lakewood,OH,52756,41.4819444,-81.7983333
3000588,us,lancaster,Lancaster,OH,35883,39.7136111,-82.5994444
3000625,us,lebanon,Lebanon,OH,20345,39.4352778,-84.2030556
3000668,us,lima,Lima,OH,39906,40.7425,-84.1052778
3000677,us,lincoln village,Lincoln Village,OH,9173,39.9547222,-83.1308333
3000750,us,lorain,Lorain,OH,67920,41.4527778,-82.1825
3000758,us,louisville,Louisville,OH,9235,40.8372222,-81.2597222
3000759,us,loveland,Loveland,OH,10993,39.2688889,-84.2638889
3000787,us,lyndhurst,Lyndhurst,OH,14558,41.52,-81.4888889
3000800,us,macedonia,Macedonia,OH,10606,41.3136111,-81.5086111
3000834,us,mansfield,Mansfield,OH,50310,40.7583333,-82.5155556
3000842,us,maple heights,Maple Heights,OH,24961,41.4152778,-81.5661111
3000858,us,marietta,Marietta,OH,13795,39.4152778,-81.455
3000860,us,marion,Marion,OH,37482,40.5886111,-83.1286111
3000879,us,marysville,Marysville,OH,16396,40.2363889,-83.3672222
3000880,us,mason,Mason,OH,30988,39.36,-84.31
3000882,us,massillon,Massillon,OH,31526,40.7966667,-81.5216667
3000887,us,maumee,Maumee,OH,14441,41.5627778,-83.6538889
3000896,us,mayfield heights,Mayfield Heights,OH,18567,41.5191667,-81.4580556
3000947,us,medina,Medina,OH,27358,41.1383333,-81.8638889
3000958,us,mentor,Mentor,OH,49726,41.6661111,-81.3397222
3000983,us,miamisburg,Miamisburg,OH,20031,39.6427778,-84.2866667
3000992,us,middleburg heights,Middleburg Heights,OH,15681,41.3613889,-81.8130556
3000998,us,middletown,Middletown,OH,52834,39.515,-84.3983333
3001086,us,montgomery,Montgomery,OH,9431,39.2280556,-84.3541667
3001171,us,mount vernon,Mount Vernon,OH,16965,40.3933333,-82.4858333
3001210,us,napoleon,Napoleon,OH,9198,41.3922222,-84.1252778
3001291,us,new philadelphia,New Philadelphia,OH,17472,40.4897222,-81.4458333
3001319,us,newark,Newark,OH,46812,40.0580556,-82.4013889
3001338,us,niles,Niles,OH,19902,41.1827778,-80.7655556
3001357,us,north canton,North Canton,OH,16886,40.8758333,-81.4025
3001358,us,north college hill,North College Hill,OH,9361,39.2183333,-84.5508333
3001389,us,north olmsted,North Olmsted,OH,32958,41.4155556,-81.9236111
3001394,us,north ridgeville,North Ridgeville,OH,25851,41.3894444,-82.0191667
3001396,us,north royalton,North Royalton,OH,28920,41.3136111,-81.7247222
3001408,us,northbrook,Northbrook,OH,10786,39.2463889,-84.5836111
3001419,us,norton,Norton,OH,11733,41.0291667,-81.6383333
3001420,us,norwalk,Norwalk,OH,16396,41.2425,-82.6158333
3001422,us,norwood,Norwood,OH,20288,39.1555556,-84.4597222
3001499,us,oregon,Oregon,OH,19408,41.6436111,-83.4869444
3001532,us,oxford,Oxford,OH,20875,39.5069444,-84.7452778
3001541,us,painesville,Painesville,OH,17251,41.7244444,-81.2458333
3001576,us,parma,Parma,OH,82565,41.4047222,-81.7230556
3001577,us,parma heights,Parma Heights,OH,20886,41.39,-81.7597222
3001582,us,pataskala,Pataskala,OH,13888,39.9955556,-82.6744444
3001624,us,perrysburg,Perrysburg,OH,16793,41.5569444,-83.6272222
3001644,us,pickerington,Pickerington,OH,15408,39.8841667,-82.7536111
3001671,us,piqua,Piqua,OH,20731,40.1447222,-84.2425
3001742,us,portage lakes,Portage Lakes,OH,8899,41.0072222,-81.5272222
3001749,us,portsmouth,Portsmouth,OH,19083,38.7316667,-82.9977778
3001825,us,ravenna,Ravenna,OH,11327,41.1575,-81.2422222
3001831,us,reading,Reading,OH,10317,39.2236111,-84.4422222
3001877,us,reynoldsburg,Reynoldsburg,OH,33237,39.9547222,-82.8122222
3001893,us,richmond heights,Richmond Heights,OH,10753,41.5527778,-81.5102778
3001921,us,riverside,Riverside,OH,22518,39.7797222,-84.1241667
3001968,us,rocky river,Rocky River,OH,19774,41.4755556,-81.8394444
3002063,us,salem,Salem,OH,11779,40.9008333,-80.8569444
3002087,us,sandusky,Sandusky,OH,26428,41.4488889,-82.7080556
3002154,us,seven hills,Seven Hills,OH,12046,41.3952778,-81.6763889
3002170,us,shaker heights,Shaker Heights,OH,27755,41.4738889,-81.5372222
3002180,us,sharonville,Sharonville,OH,13250,39.2680556,-84.4133333
3002192,us,sheffield lake,Sheffield Lake,OH,9139,41.4875,-82.1016667
3002193,us,shelby,Shelby,OH,9482,40.8813889,-82.6619444
3002221,us,sidney,Sidney,OH,20161,40.2841667,-84.1555556
3002275,us,solon,Solon,OH,22451,41.3897222,-81.4413889
3002298,us,south euclid,South Euclid,OH,22350,41.5230556,-81.5186111
3002364,us,springboro,Springboro,OH,16947,39.5522222,-84.2333333
3002366,us,springdale,Springdale,OH,9785,39.2869444,-84.4852778
3002367,us,springfield,Springfield,OH,64325,39.9241667,-83.8088889
3002406,us,steubenville,Steubenville,OH,19312,40.3697222,-80.6341667
3002429,us,stow,Stow,OH,35349,41.1594444,-81.4405556
3002435,us,streetsboro,Streetsboro,OH,15787,41.2391667,-81.3461111
3002439,us,strongsville,Strongsville,OH,44863,41.3144444,-81.8358333
3002441,us,struthers,Struthers,OH,11079,41.0525,-80.6080556
3002500,us,sylvania,Sylvania,OH,19141,41.7188889,-83.7130556
3002508,us,tallmadge,Tallmadge,OH,17537,41.1013889,-81.4419444
3002567,us,tiffin,Tiffin,OH,17013,41.1144444,-83.1780556
3002575,us,tipp city,Tipp City,OH,9380,39.9583333,-84.1722222
3002584,us,toledo,Toledo,OH,306974,41.6638889,-83.5552778
3002603,us,trenton,Trenton,OH,11000,39.4808333,-84.4577778
3002611,us,trotwood,Trotwood,OH,27197,39.7972222,-84.3113889
3002613,us,troy,Troy,OH,22336,40.0394444,-84.2033333
3002636,us,twinsburg,Twinsburg,OH,17352,41.3125,-81.4402778
3002659,us,university heights,University Heights,OH,13374,41.4977778,-81.5375
3002662,us,upper arlington,Upper Arlington,OH,31474,39.9944444,-83.0625
3002670,us,urbana,Urbana,OH,11657,40.1083333,-83.7525
3002696,us,van wert,Van Wert,OH,10457,40.8694444,-84.5841667
3002698,us,vandalia,Vandalia,OH,14478,39.8905556,-84.1988889
3002711,us,vermilion,Vermilion,OH,11006,41.4219444,-82.3647222
3002740,us,wadsworth,Wadsworth,OH,20187,41.0255556,-81.73
3002767,us,wapakoneta,Wapakoneta,OH,9524,40.5677778,-84.1936111
3002771,us,warren,Warren,OH,45475,41.2375,-80.8186111
3002774,us,warrensville heights,Warrensville Heights,OH,14409,41.435,-81.5363889
3002843,us,west carrollton city,West Carrollton City,OH,13297,39.6722222,-84.2522222
3002904,us,westerville,Westerville,OH,34226,40.1261111,-82.9291667
3002910,us,westlake,Westlake,OH,31990,41.4552778,-81.9180556
3002940,us,white oak,White Oak,OH,13557,39.2130556,-84.5994444
3002945,us,whitehall,Whitehall,OH,18173,39.9666667,-82.8855556
3002956,us,wickliffe,Wickliffe,OH,13178,41.6052778,-81.4536111
3002986,us,willoughby,Willoughby,OH,22352,41.6397222,-81.4066667
3002996,us,willowick,Willowick,OH,13850,41.6330556,-81.4688889
3003002,us,wilmington,Wilmington,OH,12312,39.4452778,-83.8286111
3003064,us,wooster,Wooster,OH,25725,40.805,-81.9352778
3003067,us,worthington,Worthington,OH,13199,40.0930556,-83.0180556
3003076,us,xenia,Xenia,OH,23351,39.6847222,-83.9297222
3003105,us,youngstown,Youngstown,OH,77540,41.0997222,-80.6497222
3003110,us,zanesville,Zanesville,OH,24976,39.9402778,-82.0133333
3003122,us,ada,Ada,OK,16144,34.7744444,-96.6780556
3003154,us,altus,Altus,OK,20278,34.6380556,-99.3336111
3003175,us,ardmore,Ardmore,OK,23975,34.1741667,-97.1433333
3003215,us,bartlesville,Bartlesville,OK,34610,36.7472222,-95.9805556
3003243,us,bethany,Bethany,OK,19673,35.5186111,-97.6319444
3003254,us,bixby,Bixby,OK,18949,35.9419444,-95.8830556
3003316,us,broken arrow,Broken Arrow,OK,85535,36.0525,-95.7905556
3003443,us,chickasha,Chickasha,OK,16772,35.0525,-97.9361111
3003453,us,choctaw,Choctaw,OK,10530,35.4975,-97.2686111
3003460,us,claremore,Claremore,OK,17258,36.3125,-95.6158333
3003473,us,clinton,Clinton,OK,8153,35.5155556,-98.9669444
3003574,us,del city,Del City,OK,22135,35.4419444,-97.4405556
3003626,us,duncan,Duncan,OK,21788,34.5022222,-97.9575
3003630,us,durant,Durant,OK,15483,33.9938889,-96.3705556
3003653,us,edmond,Edmond,OK,73915,35.6527778,-97.4777778
3003655,us,el reno,El Reno,OK,15643,35.5322222,-97.9547222
